Dataset,Run,Checkpoint,Training_Type,Method,CMC_Type,Input_Type,Misclassification_Count,S1_Train_loss,S1_Train_acc,S1_Val_loss,S1_Val_acc,S1_Test_loss,S1_Test_acc,S2_Train_loss,S2_Train_acc,S2_Val_loss,S2_Val_acc,S2_Test_loss,S2_Test_acc,S3_Train_loss,S3_Train_acc,S3_Val_loss,S3_Val_acc,S3_Test_loss,S3_Test_acc,Solve_Time
Caltech101,3,./checkpoints/Caltech101_CO/Run3_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.006418608,99.98079139,0.410573442,90.1614143,0.408189109,90.04149378,0.020140159,99.48136765,0.435375935,89.31591084,0.430972793,89.58045182,0.008182711,99.92316558,0.43273671,89.77709454,0.481056179,88.7966805,11313.89519
Caltech101,4,./checkpoints/Caltech101_CO/Run4_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.007426092,99.88474837,0.410491253,89.85395849,0.463433978,89.94928538,0.064173457,98.65539762,0.529048561,87.85549577,0.587277606,87.27524205,0.007707992,99.88474837,0.417352821,89.70023059,0.434854331,89.85707699,11311.5976
Caltech101,5,./checkpoints/Caltech101_CO/Run5_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.011328185,99.96158279,0.358358155,91.69869331,0.416812231,89.85707699,0.295638236,99.44295044,0.669852363,90.69946195,0.720573275,88.88888889,0.007769221,99.84633116,0.356800164,91.54496541,0.397154318,90.8252651,11294.83233
CIFAR10,2,./checkpoints/CIFAR10/Run2_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.072772688,97.6175,0.237590758,92.37,0.222783546,92.44,0.075963319,97.5125,0.240445973,91.82,0.225017076,92.49,0.0618119,98.03,0.23639993,92.47,0.217577574,92.96,10851.2119
FashionMNIST,1,./checkpoints/FashionMNIST_CO/Run1_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.111845302,96.15416667,0.201967621,92.65833333,0.213913482,92.31,0.11420561,95.99166667,0.203933835,92.65,0.21577293,92.21,0.111549523,95.97916667,0.211143754,92.45833333,0.221900402,92.33,10852.27356
FashionMNIST,2,./checkpoints/FashionMNIST_CO/Run2_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.119868035,95.73125,0.207638854,92.525,0.225703587,92.16,0.125736778,95.48333333,0.213769924,92.35833333,0.232498225,91.96,0.059085713,97.96041667,0.208924313,93.3,0.227137827,92.95,10848.03719
FashionMNIST,3,./checkpoints/FashionMNIST_CO/Run3_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.142526052,95.0125,0.200466982,92.66666667,0.221569721,92.16,0.143920397,94.9125,0.202277002,92.7,0.223223099,92.06,0.096995859,96.55416667,0.206769233,93.275,0.222899681,92.64,10848.50168
FashionMNIST,4,./checkpoints/FashionMNIST_CO/Run4_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.107646055,96.33125,0.203648196,92.85833333,0.216532058,92.4,0.114770223,96.01666667,0.212587006,92.54166667,0.225367613,92.22,0.102129378,96.36875,0.209090764,92.55,0.218425823,92.52,10850.96767
FashionMNIST,5,./checkpoints/FashionMNIST_CO/Run5_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.136930787,95.0125,0.193612065,92.68333333,0.21222447,92.36,0.131109399,95.3,0.186811205,92.975,0.207117462,92.7,0.100297076,96.50208333,0.201507143,92.95,0.226415201,92.35,10850.93183
Food101,1,./checkpoints/Food101_CO/Run1_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.585211856,81.4,1.14186375,63.6,0.95037513,68.32,0.58741854,81.33333333,1.143941501,63.66666667,0.953244121,68.24,0.514759838,83.83333333,1.239128655,60.66666667,0.99806264,67.52,10850.18918
KMNIST,1,./checkpoints/KMNIST_CO/Run1_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.003177932,99.91041667,0.036436152,99.11666667,0.114266806,97.32,0.032029471,99.02083333,0.066133169,98.225,0.165166459,95.85,0.000193883,99.99375,0.02858578,99.46666667,0.118464009,97.84,10851.51261
KMNIST,2,./checkpoints/KMNIST_CO/Run2_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.00208256,99.9375,0.028688102,99.25833333,0.125765305,97.17,0.031549451,98.83125,0.066586518,97.91666667,0.194852455,95.12,0.000125367,100,0.021758341,99.53333333,0.107621582,97.81,10850.84024
KMNIST,3,./checkpoints/KMNIST_CO/Run3_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.001228794,99.95833333,0.026576396,99.325,0.107026688,97.8,0.028885523,99.09583333,0.052783444,98.46666667,0.129283403,97.14,0.000771329,99.98125,0.027374316,99.41666667,0.119284146,97.66,10850.59325
KMNIST,4,./checkpoints/KMNIST_CO/Run4_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.001406521,99.9625,0.036603987,99.125,0.118373497,97.4,0.049767096,98.47916667,0.088525177,97.84166667,0.177474651,95.85,0.000121688,100,0.033400088,99.24166667,0.112125567,97.94,10851.158
KMNIST,5,./checkpoints/KMNIST_CO/Run5_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,1.25E-06,100,0.019097097,99.525,0.103271839,98.21,0.023598016,99.23541667,0.052485265,98.46666667,0.163121746,96.79,5.38E-06,100,0.021814615,99.48333333,0.098984488,98.26,10851.47881
MNIST,1,./checkpoints/MNIST_CO/Run1_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.075998156,97.60208333,0.087471459,97.11666667,0.08284106,97.36,0.074605859,97.62083333,0.085279055,97.19166667,0.081420541,97.35,0.040659691,98.67708333,0.067051389,98.08333333,0.065852995,97.98,696.2810483
MNIST,2,./checkpoints/MNIST_CO/Run2_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.063198178,98.0875,0.073068194,97.79166667,0.065687954,97.9,0.063437058,98.07291667,0.073444992,97.78333333,0.065878804,97.87,0.03750079,98.81875,0.065530868,98.1,0.054411371,98.29,263.1383326
MNIST,3,./checkpoints/MNIST_CO/Run3_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.052939162,98.37083333,0.065710052,98.04166667,0.055674117,98.23,0.055784117,98.275,0.070699815,97.86666667,0.058624376,98.19,0.02604352,99.17708333,0.055039891,98.35,0.041426697,98.73,1020.588709
MNIST,4,./checkpoints/MNIST_CO/Run4_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.05615111,98.275,0.074934725,97.51666667,0.061152756,97.94,0.071391874,97.68541667,0.09117432,96.99166667,0.074883087,97.45,0.032184135,98.98333333,0.058937848,98.26666667,0.048665757,98.43,763.6549304
MNIST,5,./checkpoints/MNIST_CO/Run5_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.064952956,97.93333333,0.077315489,97.63333333,0.071552755,97.71,0.064997335,97.93125,0.07788213,97.59166667,0.071053505,97.79,0.027191415,99.06041667,0.062642107,98.15833333,0.052531484,98.26,378.9683554
office31,1,./checkpoints/office31_CO/Run1_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.069123891,98.83527454,0.961987555,75.77777778,0.965991166,75.48845471,0.095815463,97.61508597,0.99351149,74.88888889,0.99626574,74.95559503,0.023356395,99.77814753,0.984026886,75.11111111,0.981664112,75.48845471,10956.74129
office31,2,./checkpoints/office31_CO/Run2_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.242130608,95.39656129,1.085049105,72,1.054049937,73.17939609,0.269583676,94.4536883,1.114253735,71.33333333,1.083999979,72.29129663,0.02278838,99.83361065,1.134366619,73.11111111,0.957125981,77.08703375,10960.26524
office31,3,./checkpoints/office31_CO/Run3_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.064554201,99.27897948,0.953413151,74.66666667,0.940689065,75.13321492,0.133065446,97.94786467,1.033924955,72.22222222,1.010971933,74.42273535,0.002505017,100,0.975177985,75.77777778,0.928058025,79.39609236,10956.01975
office31,4,./checkpoints/office31_CO/Run4_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.014039355,99.77814753,1.013967207,76.22222222,0.983164086,77.97513321,0.046817566,99.00166389,1.054881669,75.55555556,1.009958311,77.97513321,0.004611317,99.94453688,1.004723513,77.33333333,0.933696044,77.79751332,10956.88901
office31,5,./checkpoints/office31_CO/Run5_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.00846992,99.83361065,1.110228095,73.55555556,0.986328359,76.19893428,0.026172237,99.11259013,1.144699368,72.88888889,1.014907867,75.31083481,0.001246797,100,1.092729821,74.44444444,0.988602706,77.44227353,10956.44851
SVHN,1,./checkpoints/SVHN_CO/Run1_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.122013562,96.62827404,0.222306826,93.50215002,0.209560856,93.99585126,0.134857217,96.26653016,0.239035149,93.12674903,0.23028005,93.43116165,0.113647258,96.82620937,0.236620035,93.20182923,0.195629707,94.37615243,10908.07794
SVHN,2,./checkpoints/SVHN_CO/Run2_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.124382921,96.47982254,0.223347723,93.80929629,0.203100531,94.16103258,0.136602739,96.27506185,0.234158026,93.61135759,0.225710007,93.66548863,0.093137826,97.31763501,0.223570479,94.00040953,0.167168585,95.29809465,10926.89725
SVHN,3,./checkpoints/SVHN_CO/Run3_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.127231405,96.44910844,0.215316086,93.76151799,0.190079842,94.71803934,0.138254203,96.07030117,0.226467745,93.45437172,0.197880774,94.44145667,0.083819744,97.73739442,0.217275183,94.07548973,0.207965305,94.21481254,10926.55387
SVHN,4,./checkpoints/SVHN_CO/Run4_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.164829859,95.46625715,0.224286596,93.23595659,0.200783836,94.42609096,0.171390324,95.22907602,0.233988987,92.96976316,0.209525776,94.164874,0.138094152,96.09248358,0.212172894,94.00040953,0.199941854,94.38767671,10922.71342
SVHN,5,./checkpoints/SVHN_CO/Run5_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.127940395,96.47299718,0.220016479,93.67278684,0.203584656,94.15719115,0.135870126,96.30236328,0.230544732,93.42024435,0.2147194,93.92670559,0.108897406,96.95930381,0.207451584,94.21882465,0.201912281,94.34926245,10924.143
USPS,1,./checkpoints/USPS_CO/Run1_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.005998682,99.87997257,0.034969439,98.97119342,0.120671538,97.20976582,0.094673101,98.98834019,0.132135481,97.66803841,0.209689925,96.21325361,0.003172397,99.94855967,0.028391571,99.17695473,0.134294746,96.46238166,10843.32103
USPS,2,./checkpoints/USPS_CO/Run2_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.001378196,99.98285322,0.022180498,99.45130316,0.136745834,96.96063777,0.090692832,99.43415638,0.098515837,98.90260631,0.223109874,96.11360239,0.001311383,99.98285322,0.024819233,99.24554184,0.134005583,96.91081216,10851.5499
USPS,3,./checkpoints/USPS_CO/Run3_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.001381774,99.98285322,0.024907456,99.31412894,0.1407361,96.96063777,0.046952523,98.71399177,0.075350799,97.66803841,0.184331745,95.71499751,0.001942495,99.98285322,0.024120125,99.24554184,0.142675026,96.6118585,10850.84406
USPS,4,./checkpoints/USPS_CO/Run4_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.000479071,100,0.034015062,99.17695473,0.154534002,96.76133533,0.047019342,99.29698217,0.079122912,98.01097394,0.195547372,95.81464873,6.39E-05,100,0.034023213,99.24554184,0.132806589,97.40906826,10851.0133
USPS,5,./checkpoints/USPS_CO/Run5_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.015159978,99.58847737,0.035567519,98.69684499,0.129290834,96.86098655,0.060729999,98.45679012,0.08727055,97.32510288,0.184183027,95.01743896,0.000972958,99.98285322,0.020279561,99.65706447,0.133996312,96.91081216,10850.48036
CIFAR10,2,./checkpoints/CIFAR10/Run2_checkpoint_RAF_Correct_1.pth,ERM,CMC,Correct,t,1,0.074869421,97.6375,0.235221099,92.39,0.217747429,92.55,0.073441478,97.65,0.237162093,92.39,0.21731794,92.86,0.049417383,98.4225,0.228558712,92.73,0.216558271,92.92,10850.35508
MNIST,1,./checkpoints/MNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.075998157,97.60208333,0.087471459,97.11666667,0.08284106,97.36,0.075949771,97.60208333,0.087455213,97.10833333,0.082776099,97.36,0.028297582,99.0625,0.068691938,98.11666667,0.069507199,98.13,47.89378023
MNIST,2,./checkpoints/MNIST_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.063198177,98.0875,0.073068194,97.79166667,0.065687954,97.9,0.063198037,98.08541667,0.073064861,97.79166667,0.065689144,97.91,0.03521509,98.84166667,0.063238055,98.15833333,0.056422919,98.3,82.92051244
MNIST,3,./checkpoints/MNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.052939162,98.37083333,0.065710052,98.04166667,0.055674117,98.23,0.054100556,98.32708333,0.066661667,98.01666667,0.057016779,98.19,0.029682286,99.09583333,0.051187408,98.36666667,0.043096493,98.68,25.34970856
MNIST,4,./checkpoints/MNIST_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.05615111,98.275,0.074934725,97.51666667,0.061152756,97.94,0.056264353,98.27083333,0.075059001,97.50833333,0.061317366,97.94,0.03374705,99.02291667,0.058693719,98.275,0.041912579,98.65,21.01455545
MNIST,5,./checkpoints/MNIST_CO/Run5_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.064952956,97.93333333,0.077315489,97.63333333,0.071552755,97.71,0.064934342,97.93125,0.077307664,97.63333333,0.071540285,97.71,0.038937053,98.7625,0.065975222,98.075,0.055897675,98.3,37.36849546
office31,1,./checkpoints/office31_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.069123894,98.83527454,0.961987555,75.77777778,0.965991166,75.48845471,0.070636619,98.77981143,0.957534727,75.77777778,0.968877493,75.48845471,0.033121061,99.72268441,0.973165801,75.11111111,1.00669486,74.95559503,10956.72913
office31,2,./checkpoints/office31_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.242130611,95.39656129,1.085049105,72,1.054049937,73.17939609,0.248922627,95.34109817,1.093620455,71.77777778,1.062239893,73.0017762,0.089509886,98.61342207,1.118576228,72.22222222,0.965740922,76.02131439,10958.62098
CIFAR10,2,./checkpoints/CIFAR10/Run2_checkpoint_RAF_Correct_10.pth,ERM,CMC,Correct,t,10,0.073805667,97.6525,0.237608013,92.58,0.227730306,92.34,0.103178204,96.6775,0.274032892,91.32,0.252445046,91.62,0.050116121,98.45,0.231078115,92.78,0.217855473,92.89,10850.9875
office31,3,./checkpoints/office31_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.064554202,99.27897948,0.953413151,74.66666667,0.940689065,75.13321492,0.066564417,99.22351636,0.963715278,74.44444444,0.953970264,75.13321492,0.013607709,99.6672213,0.960339035,76.88888889,0.85095596,79.57371226,10959.76974
office31,4,./checkpoints/office31_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.014039354,99.77814753,1.013967207,76.22222222,0.983164086,77.97513321,0.015126582,99.6672213,1.018781552,76.22222222,0.976260727,77.97513321,0.002230852,99.94453688,0.996263739,76.88888889,0.933832128,77.79751332,10935.76101
office31,5,./checkpoints/office31_CO/Run5_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.00846992,99.83361065,1.110228095,73.55555556,0.986328359,76.19893428,0.017976876,99.77814753,1.133664644,73.33333333,1.015157588,75.48845471,0.002486563,100,1.13579869,73.55555556,0.937448422,78.330373,10955.72701
KMNIST,1,./checkpoints/KMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.003177932,99.91041667,0.036436152,99.11666667,0.114266806,97.32,0.00367378,99.88958333,0.037807904,99.11666667,0.119356268,97.23,0.001802652,99.95208333,0.033052773,99.225,0.120852775,97.39,10447.67558
KMNIST,2,./checkpoints/KMNIST_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.00208256,99.9375,0.028688102,99.25833333,0.125765305,97.17,0.002366964,99.92291667,0.03017321,99.24166667,0.128668972,97.09,0.000493205,99.98958333,0.025159661,99.38333333,0.105156766,97.67,9605.157918
KMNIST,3,./checkpoints/KMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.001228794,99.95833333,0.026576396,99.325,0.107026688,97.8,0.001228794,99.95833333,0.026576396,99.325,0.107026688,97.8,0.000242179,99.99583333,0.024036537,99.425,0.117861914,97.74,3653.260683
KMNIST,4,./checkpoints/KMNIST_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.001406522,99.9625,0.036603987,99.125,0.118373497,97.4,0.001434008,99.95833333,0.03677228,99.11666667,0.117958702,97.39,0.00088074,99.98125,0.033739569,99.175,0.12426941,97.64,10850.03468
KMNIST,5,./checkpoints/KMNIST_CO/Run5_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,1.25E-06,100,0.019097097,99.525,0.103271839,98.21,0.000538535,99.9875,0.024151638,99.375,0.121314329,97.88,5.01E-06,100,0.019207162,99.49166667,0.105036035,98.07,4764.966692
FashionMNIST,1,./checkpoints/FashionMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.111845302,96.15416667,0.201967621,92.65833333,0.213913482,92.31,0.11190628,96.15,0.202032147,92.66666667,0.213976376,92.31,0.090419107,96.76041667,0.224053431,92.38333333,0.245458826,92.05,8442.691916
FashionMNIST,2,./checkpoints/FashionMNIST_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.119868036,95.73125,0.207638854,92.525,0.225703587,92.16,0.119825644,95.72916667,0.20761708,92.525,0.225677573,92.16,0.076860561,97.33541667,0.203712955,92.94166667,0.214995834,92.64,9258.760734
FashionMNIST,3,./checkpoints/FashionMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.142526052,95.0125,0.200466982,92.66666667,0.221569721,92.16,0.142637932,95.01041667,0.20058497,92.65,0.221685167,92.16,0.080147191,97.19166667,0.220413242,92.70833333,0.242763119,92.39,8175.08324
FashionMNIST,4,./checkpoints/FashionMNIST_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.107646055,96.33125,0.203648196,92.85833333,0.216532058,92.4,0.108928895,96.29791667,0.205281337,92.825,0.216988756,92.39,0.104825054,96.425,0.208327739,92.7,0.215182785,92.5,10852.07426
FashionMNIST,5,./checkpoints/FashionMNIST_CO/Run5_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.136930786,95.0125,0.193612065,92.68333333,0.21222447,92.36,0.13693769,95.0125,0.193625964,92.68333333,0.212287274,92.38,0.08141987,97.225,0.196703923,93.15833333,0.218028413,92.7,10848.71992
FashionMNIST,1,./checkpoints/FashionMNIST_CO/Run1_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.111845302,96.15416667,0.201967621,92.65833333,0.213913482,92.31,0.123603319,95.75416667,0.215100983,92.16666667,0.229625287,91.95,0.052991888,98.17916667,0.212529114,93.09166667,0.226814426,92.94,10850.519
FashionMNIST,2,./checkpoints/FashionMNIST_CO/Run2_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.119868036,95.73125,0.207638854,92.525,0.225703587,92.16,0.124251118,95.58333333,0.211241839,92.55,0.229334849,92.14,0.104959736,96.35625,0.208107235,92.74166667,0.217737413,92.33,10851.79388
FashionMNIST,3,./checkpoints/FashionMNIST_CO/Run3_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.142526054,95.0125,0.200466982,92.66666667,0.221569721,92.16,0.164759434,94.19583333,0.225531956,92.04166667,0.245919366,91.59,0.120293663,95.76458333,0.191763301,93.175,0.20705203,92.53,10851.45306
FashionMNIST,4,./checkpoints/FashionMNIST_CO/Run4_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.107646055,96.33125,0.203648196,92.85833333,0.216532058,92.4,0.114286896,96.05625,0.209195589,92.73333333,0.222560409,92.22,0.080183461,97.20416667,0.215068456,92.83333333,0.230791425,92.42,10851.69477
FashionMNIST,5,./checkpoints/FashionMNIST_CO/Run5_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.136930787,95.0125,0.193612065,92.68333333,0.21222447,92.36,0.150974399,94.41666667,0.207865126,92.325,0.225509274,92.06,0.089193433,96.87083333,0.187331349,93.39166667,0.207785883,92.94,10852.05229
USPS,1,./checkpoints/USPS_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.005998682,99.87997257,0.034969439,98.97119342,0.120671538,97.20976582,0.006368314,99.84567901,0.035788821,98.97119342,0.121641579,97.15994021,0.001414271,99.96570645,0.03376459,99.10836763,0.147459473,97.15994021,9175.672591
USPS,2,./checkpoints/USPS_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.001378196,99.98285322,0.022180498,99.45130316,0.136745834,96.96063777,0.00168662,99.96570645,0.021798838,99.45130316,0.140874379,96.86098655,0.000697471,99.98285322,0.030921133,99.17695473,0.12613622,97.20976582,5251.726516
USPS,3,./checkpoints/USPS_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.001381774,99.98285322,0.024907456,99.31412894,0.1407361,96.96063777,0.001547273,99.96570645,0.033167189,99.03978052,0.146792442,96.91081216,0.000853742,99.98285322,0.023825527,99.45130316,0.136131816,97.50871948,8241.036052
USPS,4,./checkpoints/USPS_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.000479071,100,0.034015062,99.17695473,0.154534002,96.76133533,0.000821362,99.98285322,0.038099381,99.10836763,0.161126735,96.76133533,0.001862584,99.94855967,0.037939341,99.38271605,0.143890299,97.20976582,5656.055471
USPS,5,./checkpoints/USPS_CO/Run5_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.015159978,99.58847737,0.035567519,98.69684499,0.129290834,96.86098655,0.015874819,99.55418381,0.03662285,98.69684499,0.130672346,96.76133533,0.00066106,99.98285322,0.019168861,99.65706447,0.139097928,97.25959143,9816.511405
SVHN,1,./checkpoints/SVHN_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.166470603,95.17788585,0.238734923,93.06531977,0.192708419,94.71419791,0.166512069,95.17447317,0.23878422,93.06531977,0.192697095,94.72188076,0.096517733,97.23231806,0.234109215,93.46119719,0.187401688,94.73724647,204.4432778
SVHN,2,./checkpoints/SVHN_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.150781004,95.76316014,0.23312776,93.54992833,0.207079767,94.12645974,0.150782216,95.7614538,0.233130242,93.54992833,0.207081,94.12645974,0.118198449,96.75795581,0.226609891,93.55675381,0.194353197,94.53365089,1154.77174
SVHN,3,./checkpoints/SVHN_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.15249541,95.72903336,0.232593343,93.33833868,0.223215817,93.49262446,0.15250668,95.72732702,0.232614304,93.33833868,0.223242267,93.48878304,0.140169282,96.11466598,0.225333169,93.37246604,0.207540994,94.15719115,295.7392619
SVHN,4,./checkpoints/SVHN_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.158368731,95.58740722,0.215105913,93.7069142,0.19991239,94.37615243,0.158695256,95.56522481,0.215510857,93.70008873,0.200200057,94.36462815,0.171703902,95.08062452,0.226707938,93.34516415,0.220706061,93.61170867,494.2244151
SVHN,5,./checkpoints/SVHN_CO/Run5_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.164649823,95.34510707,0.220008357,93.74786704,0.203277307,94.28395821,0.164623411,95.34681341,0.219982494,93.74104157,0.203368754,94.28011678,0.098617198,97.26815118,0.202013672,94.26660296,0.187671016,94.77950215,124.1222763
EMNIST,2,./checkpoints/EMNIST_CO/Run2_checkpoint_CMC_Any_10.pth,ERM,CMC,Any,t,10,0.087587508,96.62760417,0.162055072,94.59935897,0.164256128,94.58653846,0.087277611,96.66566506,0.161901455,94.63541667,0.163985151,94.57692308,0.087375583,96.58453526,0.168371901,94.52323718,0.166895249,94.5625,10835.26296
EMNIST,3,./checkpoints/EMNIST_CO/Run3_checkpoint_CMC_Any_10.pth,ERM,CMC,Any,t,10,0.107124585,95.96654647,0.156731406,94.42708333,0.163014426,94.32211538,0.109100115,95.80328526,0.158651119,94.2588141,0.16493891,94.24038462,0.073053493,97.109375,0.155086117,94.67548077,0.159475329,94.84615385,10834.91694
EMNIST,4,./checkpoints/EMNIST_CO/Run4_checkpoint_CMC_Any_10.pth,ERM,CMC,Any,t,10,0.073429402,97.06530449,0.14515096,95.10416667,0.158145818,94.82211538,0.075422891,96.91205929,0.146990982,94.97596154,0.160186056,94.58173077,0.066227656,97.34675481,0.153708862,95.03205128,0.168266666,94.60576923,10835.32836
EMNIST,5,./checkpoints/EMNIST_CO/Run5_checkpoint_CMC_Any_10.pth,ERM,CMC,Any,t,10,0.087404117,96.59855769,0.153262114,94.8036859,0.165202812,94.42788462,0.091480401,96.28705929,0.156124702,94.6474359,0.16882559,94.21153846,0.07087133,97.11538462,0.156631362,94.72355769,0.159256965,94.76442308,10835.13727
Caltech101,1,./checkpoints/Caltech101_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.014756899,99.92316558,0.454312799,88.77786318,0.433292287,89.90318119,0.016223748,99.86553976,0.46666824,88.54727133,0.443963795,89.90318119,0.012449026,99.90395697,0.489029588,89.23904689,0.467472951,89.67266021,10934.97161
Caltech101,2,./checkpoints/Caltech101_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.022956488,99.6542451,0.423787463,89.39277479,0.45458332,90.22591056,0.031157041,99.15482136,0.435891793,89.23904689,0.468340289,89.94928538,0.01021625,99.96158279,0.397137285,90.69946195,0.432550222,90.27201475,10935.81893
Caltech101,3,./checkpoints/Caltech101_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.027929704,99.73107952,0.433542444,90.54573405,0.471455951,89.71876441,0.057564509,99.59661929,0.468514374,90.3151422,0.511971329,89.30382665,0.017204256,99.84633116,0.459222176,89.62336664,0.473490572,89.30382665,10934.65617
Caltech101,4,./checkpoints/Caltech101_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.010003608,99.98079139,0.466583907,89.39277479,0.461451144,89.11940987,0.010376643,99.96158279,0.467678947,89.39277479,0.46319786,89.11940987,0.009191277,99.94237418,0.477434948,88.85472713,0.476751971,88.7505763,10939.40899
Caltech101,5,./checkpoints/Caltech101_CO/Run5_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.007586414,99.96158279,0.500873697,88.62413528,0.599962543,88.10511757,0.009095961,99.94237418,0.505163151,88.47040738,0.601322194,88.10511757,0.005608477,100,0.447598927,90.1614143,0.496102185,89.39603504,10936.76175
