Dataset,Run,Checkpoint,Training_Type,Method,CMC_Type,Input_Type,Misclassification_Count,S1_Train_loss,S1_Train_acc,S1_Val_loss,S1_Val_acc,S1_Test_loss,S1_Test_acc,S2_Train_loss,S2_Train_acc,S2_Val_loss,S2_Val_acc,S2_Test_loss,S2_Test_acc,S3_Train_loss,S3_Train_acc,S3_Val_loss,S3_Val_acc,S3_Test_loss,S3_Test_acc,Solve_Time
SVHN,5,./checkpoints/SVHN_CO/Run5_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.0770898222540611,98.61957170889856,0.15940847808704808,95.72725411234728,0.15351482520604617,96.05869698832207,0.0947367464235675,98.0360037539459,0.1775006678230762,95.20169271722067,0.172619585682808,95.4479102642901,0.055052163478226376,98.9488951454654,0.15486938315917587,95.87741451095488,0.14014042636863863,96.25845113706208,3626.1065135002136
CIFAR10,1,./checkpoints/CIFAR10_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.21191851811408996,94.2375,0.3020545353293419,90.47,0.30873871326446534,90.33,0.22152099862098693,93.93,0.3169443244457245,89.6,0.317446203660965,89.83,0.20720436973571776,94.2975,0.296764820766449,90.7,0.29447231335639956,90.82,3650.555564403534
CIFAR10,2,./checkpoints/CIFAR10_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.22552782113552095,93.36,0.32314201049804686,89.44,0.3203306977748871,89.75,0.2349704988002777,93.055,0.3383005693435669,89.22,0.3292880104541779,89.21,0.2029858506679535,94.28,0.3169094467163086,89.61,0.30267916996479033,89.97,3650.5415122509003
CIFAR10,3,./checkpoints/CIFAR10_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.24070025148391724,92.5675,0.3209632711410522,89.65,0.333177435874939,88.83,0.24086376731395723,92.5225,0.3288129771232605,89.08,0.3325066071987152,89.01,0.22795049579143525,93.615,0.30332640862464905,90.41,0.3102299519300461,90.09,3649.86257648468
MNIST,1,./checkpoints/MNIST_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.0015748830811741451,99.96666666666667,0.04435967820083412,98.80833333333334,0.05474118303189316,98.64,0.01882237993630891,99.30625,0.07497761417428653,97.88333333333334,0.08379028103696183,97.69,0.0017426052656179915,99.97083333333333,0.04448654717889925,98.725,0.053206395644671285,98.7,2279.2236154079437
MNIST,4,./checkpoints/MNIST_CO/Run4_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.008950573918099204,99.86458333333333,0.047357913633187615,98.60833333333333,0.04507204494774342,98.6,0.033486430982127786,98.93125,0.0797880671819051,97.58333333333333,0.07869933073483408,97.56,0.003546549400469909,99.95,0.04878269636258483,98.60833333333333,0.04309320170233259,98.83,3604.2896676063538
MNIST,3,./checkpoints/MNIST_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.00868258149929655,99.81458333333333,0.044088623609393834,98.73333333333333,0.0363718882039655,98.84,0.02372906543376545,99.18125,0.06206702143947283,98.23333333333333,0.05632488978751935,98.07,0.008559048199715714,99.84583333333333,0.04525947460780541,98.69166666666666,0.0385002058650367,98.86,2876.238231897354
FashionMNIST,1,./checkpoints/FashionMNIST_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.0651719302982092,98.28958333333334,0.1619715666770935,94.06666666666666,0.1716986935734749,93.8,0.0659109409203132,98.22291666666666,0.16513058694203694,93.99166666666666,0.1748725434422493,93.72,0.04821855199088653,99.00833333333334,0.16300537010033925,93.93333333333334,0.17385711189508438,93.74,3651.702544927597
FashionMNIST,4,./checkpoints/FashionMNIST_CO/Run4_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.05905619142452876,98.50416666666666,0.1643110880057017,94.15833333333333,0.1722851089298725,94.01,0.07418356347084046,97.9375,0.17708804925282795,93.80833333333334,0.18692179181575774,93.38,0.018666313711553813,99.75208333333333,0.16885978909333546,94.35,0.186029513579607,94.18,3651.152479171753
FashionMNIST,3,./checkpoints/FashionMNIST_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.07723407111068567,97.83125,0.16353040152788162,94.21666666666667,0.17638651529550553,93.63,0.08758268883824348,97.31875,0.17486583417654036,93.68333333333334,0.1906740642607212,93.12,0.049314044788479804,98.9875,0.15951183742284775,94.45,0.17372107005119325,93.93,3650.2034029960632
USPS,1,./checkpoints/USPS_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.0035385351194661564,99.94855967078189,0.022151456024134927,99.38271604938272,0.12078264695334684,97.15994020926756,0.06998000723221665,99.10836762688615,0.08951992008053226,98.559670781893,0.18619183895299252,96.21325361235675,0.0026448888654915796,99.94855967078189,0.017880816434207275,99.31412894375858,0.12282782874158739,97.06028898854011,3650.6989736557007
USPS,2,./checkpoints/USPS_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.004238161544247807,99.91426611796982,0.026084200907543313,99.38271604938272,0.10342383052825214,97.15994020926756,0.10653293246227037,99.19410150891632,0.1118412273226942,98.69684499314128,0.20085258559914568,96.3129048330842,0.003062336535283811,99.93141289437585,0.02561959582802537,99.24554183813443,0.12247775780713611,97.06028898854011,3646.4049413204193
USPS,3,./checkpoints/USPS_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.001806532946224893,99.96570644718793,0.01928998654917782,99.45130315500685,0.10591607176855125,97.25959142999501,0.07531713924976896,98.90260631001372,0.09473521483165247,98.62825788751715,0.1737454050384354,96.01395117090185,0.0016179342702045828,99.98285322359396,0.019195868237651834,99.519890260631,0.12323762443822432,97.30941704035874,3649.7399520874023
Food101,1,./checkpoints/Food101_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.2680760783354441,94.2,0.8559482024510702,71.8,0.6179153308868408,80.12,0.26804473368326825,94.08333333333333,0.8607164729436239,71.93333333333334,0.6246254348754883,79.84,0.1950448797941208,95.68333333333334,0.879099444548289,71.33333333333333,0.6487194828033447,78.92,3650.5980813503265
Food101,2,./checkpoints/Food101_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.25201900454362236,95.2,1.1920649639765422,60.2,0.9950184650421142,67.08,0.2481050922870636,95.43333333333334,1.1966785014470418,60.333333333333336,0.9913757404327392,67.28,0.06264297792315483,99.53333333333333,1.25990060710907,61.2,1.0371028448104858,67.48,3650.327694416046
Food101,3,./checkpoints/Food101_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.7683762346903483,75.43333333333334,1.2219986635843914,59.4,1.0703425233840942,63.24,0.7648231182098388,75.66666666666667,1.2184239724477133,59.666666666666664,1.0666605239868163,63.44,0.5372095136642456,85.48333333333333,1.1979111426671345,59.333333333333336,0.9904936218261718,66.72,3650.68710565567
office31,1,./checkpoints/office31_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.06102437323297121,98.44703272323905,0.8316532797449165,77.11111111111111,0.877060551414693,76.90941385435168,0.07899016308424146,97.67054908485856,0.8712787148356438,76.22222222222223,0.9107780304090591,76.02131438721136,0.04756911991952329,99.11259012756517,0.8237446547796329,78.88888888888889,0.8431298830157699,79.21847246891652,3758.606469154358
office31,2,./checkpoints/office31_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.18070519773813334,95.61841375485302,0.8819527432653639,76.88888888888889,0.8790315319759172,75.13321492007105,0.19164512486207902,95.00831946755407,0.888962230682373,76.88888888888889,0.8950248535318865,74.95559502664298,0.036321292039372656,99.50083194675541,0.8517138841417101,78.0,0.7754577430061083,79.39609236234459,3758.9969868659973
office31,3,./checkpoints/office31_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.21512142051253064,96.28397115917915,0.9535285398695204,73.55555555555556,0.9509137900642137,74.95559502664298,0.22934017838270745,95.6738768718802,0.9701321771409777,73.11111111111111,0.9628359725166171,73.8898756660746,0.05309101396007334,99.38990571270105,0.9000791729821099,76.0,0.8099221675052948,79.21847246891652,3757.418968439102
Caltech101,1,./checkpoints/Caltech101_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.034097724878617404,98.88590088359585,0.39515103403189655,89.23904688700999,0.393489020274168,90.31811894882435,0.3375760785236388,94.25662696888206,0.7765351707526668,82.85933897002306,0.7264556515431173,83.44859382203781,0.04745937089277972,98.67460622358817,0.412006208545698,89.4696387394312,0.41993762579531424,89.90318118948824,3737.765214204788
Caltech101,2,./checkpoints/Caltech101_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.04215889105036972,98.17518248175182,0.3291327370807448,90.39200614911607,0.35764361801868544,90.82526509912402,0.47138758522933877,95.2362658470995,0.8150089827525808,84.6272098385857,0.8449657382147275,85.06224066390041,0.030328487044989583,98.69381482904342,0.32480634436251843,90.77632590315142,0.3563179583965001,90.64084831719687,3735.2441313266754
Caltech101,3,./checkpoints/Caltech101_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.05470885173229789,98.44410295812524,0.3530069570716393,90.46887009992314,0.374599932085374,90.22591055786077,0.17287492823060366,95.81252401075682,0.6124126230589158,82.09069946195234,0.6103943586899092,82.38819732595667,0.033146453090369864,98.27122550902804,0.33699777674253495,90.8531898539585,0.36472736558039215,90.22591055786077,3735.4005143642426
KMNIST,1,./checkpoints/KMNIST_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,9.277830447535962e-05,100.0,0.019717522635978337,99.6,0.06968884024918079,98.48,0.020088200938053583,99.0375,0.042773381939778726,98.64166666666667,0.0898754795523826,98.02,0.00019550682039698585,99.99791666666667,0.019805706749126937,99.525,0.07178696138458326,98.4,3649.8972799777985
KMNIST,2,./checkpoints/KMNIST_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.000329572822500874,100.0,0.016653047527186573,99.5,0.07970968148596584,98.05,0.01436472368411099,99.53125,0.038003828898072245,98.70833333333333,0.09061447659730912,97.74,4.466988078638679e-05,100.0,0.016328459074099858,99.54166666666667,0.0654632624456659,98.55,3650.945967197418
KMNIST,3,./checkpoints/KMNIST_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.00047791459634512044,99.99583333333334,0.01624598433372254,99.59166666666667,0.07606104127168656,98.22,0.026460681163395446,99.27083333333333,0.04987424524625143,98.55833333333334,0.09945315168946982,97.5,5.865777167976679e-05,100.0,0.015046936666903396,99.61666666666666,0.08143220606762916,98.32,3651.007983446121
EMNIST,1,./checkpoints/EMNIST_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.06714927366910836,97.45092147435898,0.12592986163038475,95.58092948717949,0.13055577992855644,95.29807692307692,0.06783800081899151,97.39583333333333,0.12632498496618028,95.51682692307692,0.13105669957728913,95.26923076923077,0.060670418285119994,97.59915865384616,0.1283351674484901,95.5448717948718,0.13165825826008445,95.33173076923077,3634.577957391739
EMNIST,2,./checkpoints/EMNIST_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.07835765700214184,97.16245993589743,0.13055957762094644,95.34054487179488,0.1317052002566365,95.23557692307692,0.08055955672111266,96.96614583333333,0.13329786683122316,95.21634615384616,0.1338532426724067,95.02884615384616,0.07428690521046519,97.31670673076923,0.1303804768010592,95.3926282051282,0.13061117104971065,95.39423076923077,3634.9681510925293
EMNIST,3,./checkpoints/EMNIST_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.06938106519385026,97.47996794871794,0.12919581903096958,95.20833333333333,0.1322549189401504,95.3125,0.0700109412177251,97.42588141025641,0.12955303799647552,95.22435897435898,0.13261039529998714,95.3173076923077,0.06496092086801163,97.57211538461539,0.12867565479798196,95.3125,0.13153786214426733,95.3798076923077,3635.3507425785065
SVHN,4,./checkpoints/SVHN_CO/Run4_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.11909953608756768,97.19819128060746,0.17351204109530785,95.2289946078766,0.15188959083384213,96.1278426551936,0.12486210664456619,96.95930381366777,0.18024249396937006,95.0378813732851,0.15802820031911813,95.89351567301783,0.07588388687394583,98.40969200580156,0.16030872443950378,95.51566445976384,0.14505611252687647,96.26229256299939,3624.479878425598
SVHN,2,./checkpoints/SVHN_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.10566860830180728,97.64013309444587,0.18240747086204903,95.05153231861307,0.159903177159215,95.79748002458513,0.10848154018137014,97.50191963143077,0.18649146757787521,94.77851341205378,0.16323711637455623,95.68992009834051,0.08236596015785021,98.32608139237267,0.17419363285818082,95.26312197119651,0.14819333919844307,96.04333128457283,3626.548169374466
SVHN,5,./checkpoints/SVHN_CO/Run5_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.07708982257551478,98.61957170889856,0.15940847808704808,95.72725411234728,0.15351482520604617,96.05869698832207,0.07984637560270598,98.51889770497398,0.1626933218452208,95.58391918640366,0.15559064902333153,95.99339274738783,0.04873692650567569,99.10758467707534,0.15375425652179056,95.84328714763497,0.152025216202393,95.92808850645359,3625.7540848255157
CIFAR10,1,./checkpoints/CIFAR10_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.2111705442905426,94.1125,0.30187999854087827,90.34,0.3050657845497131,90.34,0.21165474257469177,94.2375,0.30022717010974886,90.6,0.30921837215423587,90.16,0.20882568724155426,94.1925,0.29923401293754576,90.26,0.2935028594017029,90.68,1899.9020636081696
CIFAR10,2,./checkpoints/CIFAR10_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.22579481103420257,93.51,0.32411058216094973,89.54,0.3153632838249207,89.65,0.22612754032611848,93.35,0.3271868879318237,89.4,0.31930057220458985,89.65,0.21423000447750093,93.6475,0.32368129196166995,88.94,0.3167220181465149,89.48,2984.775876045227
CIFAR10,3,./checkpoints/CIFAR10_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.24225265941619872,92.335,0.3303612344264984,89.01,0.331610701584816,89.04,0.24082946689128876,92.525,0.32554491086006165,89.29,0.333703687953949,88.86,0.22300977625846863,93.4425,0.30108196997642517,90.21,0.31637349102497103,89.51,1867.4441497325897
MNIST,1,./checkpoints/MNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.0015748830744608615,99.96666666666667,0.04435967820083412,98.80833333333334,0.05474118303189316,98.64,0.0016693267949158327,99.9625,0.045459086634606745,98.8,0.05522888192565442,98.71,0.001664959948975593,99.9625,0.044108420869645976,98.84166666666667,0.057024825594466526,98.66,44.26727056503296
MNIST,4,./checkpoints/MNIST_CO/Run4_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.008950574035135408,99.86458333333333,0.047357913633187615,98.60833333333333,0.04507204494774342,98.6,0.009401462500914932,99.85208333333334,0.047736577689647675,98.60833333333333,0.04552969150338322,98.53,0.007276150988259663,99.86458333333333,0.04882563229401906,98.55833333333334,0.04672139697044622,98.7,46.846200466156006
MNIST,3,./checkpoints/MNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.008682581552925209,99.81458333333333,0.044088623609393834,98.73333333333333,0.0363718882039655,98.84,0.00897203957848251,99.8,0.04458920352781812,98.70833333333333,0.036507883256603965,98.86,0.00795093356926615,99.84166666666667,0.04353087859600782,98.65,0.03793374816570431,98.79,88.87313413619995
FashionMNIST,1,./checkpoints/FashionMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.06517193016409874,98.28958333333334,0.1619715666770935,94.06666666666666,0.1716986935734749,93.8,0.0651735184888045,98.28333333333333,0.1619673951069514,94.06666666666666,0.17169329445362091,93.79,0.04699574002623558,98.89791666666666,0.16130761178334554,94.175,0.17297904213666915,94.1,3259.489886522293
FashionMNIST,4,./checkpoints/FashionMNIST_CO/Run4_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.06656653646131357,98.2625,0.17282337323824565,93.825,0.17856913499236107,93.62,0.06661227495968342,98.25625,0.17285830982526143,93.81666666666666,0.17863963118195533,93.62,0.04654072088499864,98.86666666666666,0.16777576712767284,93.875,0.17590885874032974,93.93,3651.163050889969
FashionMNIST,3,./checkpoints/FashionMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.07723407080272833,97.83125,0.16353040152788162,94.21666666666667,0.17638651529550553,93.63,0.0798868425389131,97.7375,0.1652483261624972,94.06666666666666,0.17828839488625525,93.59,0.059588162836929165,98.35208333333334,0.16115458085139592,94.15833333333333,0.17762133358716964,93.68,3650.4562633037567
USPS,1,./checkpoints/USPS_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.0035385347769671697,99.94855967078189,0.022151456024134927,99.38271604938272,0.12078264695334684,97.15994020926756,0.004739808711457732,99.93141289437585,0.021727967205034525,99.38271604938272,0.12188655467296514,97.11011459890383,0.0018884898720503004,99.96570644718793,0.018613708645631707,99.519890260631,0.11911069476252165,97.20976581963129,3650.034260034561
USPS,2,./checkpoints/USPS_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.004238161451866102,99.91426611796982,0.026084200907543313,99.38271604938272,0.10342383052825214,97.15994020926756,0.005605791092818968,99.89711934156378,0.03155709872506457,99.31412894375858,0.11141639086081427,97.06028898854011,0.00435464562473254,99.93141289437585,0.02735930809493091,99.10836762688615,0.10920166807443156,96.96063776781266,3651.0766954421997
USPS,3,./checkpoints/USPS_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.0018065330954968024,99.96570644718793,0.01928998654917782,99.45130315500685,0.10591607176855125,97.25959142999501,0.0018315394426766587,99.94855967078189,0.019352534815888795,99.45130315500685,0.10571439755225752,97.25959142999501,0.002715645565964992,99.96570644718793,0.019048315888099545,99.58847736625515,0.12175668052322959,97.11011459890383,3651.7627437114716
Food101,1,./checkpoints/Food101_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.268076078136762,94.2,0.8559482024510702,71.8,0.6179153308868408,80.12,0.26809965495268506,94.18333333333334,0.855839465936025,71.86666666666666,0.6178265907287598,80.12,0.27217933563391367,94.56666666666666,0.8572900945345561,71.86666666666666,0.6587464721679688,79.0,1389.7442998886108
Food101,2,./checkpoints/Food101_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.25201900319258375,95.2,1.1920649639765422,60.2,0.9950184650421142,67.08,0.2519511594772339,95.18333333333334,1.1919454819361368,60.13333333333333,0.9949194982528686,67.12,0.20174103248119354,96.08333333333333,1.2339911041259766,61.333333333333336,0.9930578058242798,67.96,562.3350021839142
Food101,3,./checkpoints/Food101_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.7683762302398681,75.43333333333334,1.2219986635843914,59.4,1.0703425233840942,63.24,0.7685925674438476,75.4,1.2221351874669393,59.4,1.0705334030151368,63.32,0.24093709699312846,94.83333333333333,1.2021866453488668,62.333333333333336,1.0024859031677247,66.76,549.2428522109985
SVHN,2,./checkpoints/SVHN_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.10567230405065857,97.64183943349543,0.18241115621385878,95.05153231861307,0.15990647737717584,95.78979717271051,0.10557963748747512,97.6333077382476,0.18247051269647963,95.03105590062111,0.159779433245738,95.80132145052244,0.06437585260313827,98.69976964422831,0.1646676083329871,95.6794758036994,0.13042747721616374,96.58497234173325,581.4851112365723
SVHN,4,./checkpoints/SVHN_CO/Run4_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.11910145054670256,97.19989761965702,0.1735146961011347,95.2289946078766,0.15189247535794662,96.1278426551936,0.11912565133126357,97.19819128060746,0.1735642259697297,95.22216913521261,0.1519377627985274,96.1240012292563,0.07381581633726227,98.55984984216364,0.15044021701846919,95.93201829226673,0.1372216671393851,96.43131530424094,2406.3785314559937
SVHN,5,./checkpoints/SVHN_CO/Run5_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.07709485413413662,98.62127804794812,0.15941095290334711,95.72725411234728,0.1535191914752428,96.05869698832207,0.07709955198423477,98.61957170889856,0.15941200905607453,95.72725411234728,0.15352613404255816,96.05869698832207,0.032641422342759796,99.36865455165942,0.14273279235422973,96.26646645280185,0.12693810825635116,96.74247080516288,2000.4163932800293
office31,1,./checkpoints/office31_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.061024372557852744,98.44703272323905,0.8316532797449165,77.11111111111111,0.877060551414693,76.90941385435168,0.06496497974754273,98.39156960621187,0.8357117621766197,77.11111111111111,0.8893135131781732,76.3765541740675,0.027987709172851035,98.83527454242929,0.8390038390726678,78.66666666666667,0.8653338434005927,76.73179396092362,3755.808267354965
office31,3,./checkpoints/office31_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.21512141486570957,96.28397115917915,0.9535285398695204,73.55555555555556,0.9509137900642137,74.95559502664298,0.21685877214255628,96.22850804215197,0.956307135687934,73.33333333333333,0.9529922072036229,74.95559502664298,0.05320199457096908,99.61175818080976,0.8934002833896213,75.33333333333333,0.830773514498614,77.797513321492,3755.4068088531494
office31,4,./checkpoints/office31_CO/Run4_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.04761385084173776,99.33444259567388,0.8099229346381294,77.77777777777777,0.7698482899640424,80.8170515097691,0.04821332710001182,99.2789794786467,0.8097570355733236,77.77777777777777,0.769850619097586,80.8170515097691,0.022053594444271463,99.61175818080976,0.8019151539272732,79.11111111111111,0.7970225535743402,78.15275310834814,3756.8815956115723
Caltech101,1,./checkpoints/Caltech101_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.0340977249934674,98.88590088359585,0.39515103403189655,89.23904688700999,0.393489020274168,90.31811894882435,0.06624360386206354,98.27122550902804,0.443686057108352,88.77786318216756,0.4336563963777956,89.6726602120793,0.025347119104135046,98.80906646177488,0.39348874414636026,90.00768639508071,0.3952143479184986,89.58045182111572,3737.008637189865
Caltech101,2,./checkpoints/Caltech101_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.04215889069973733,98.17518248175182,0.3291327370807448,90.39200614911607,0.35764361801868544,90.82526509912402,0.2691579037762769,96.31194775259316,0.5669434109987616,87.54803996925442,0.5836187552174646,88.19732595666206,0.03366648783757739,98.29043411448329,0.33767014984714355,89.85395849346656,0.3598180616325143,90.31811894882435,3737.933547973633
Caltech101,3,./checkpoints/Caltech101_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.054708851303130995,98.44410295812524,0.3530069570716393,90.46887009992314,0.374599932085374,90.22591055786077,0.0646478940893424,97.96388782174414,0.3716814296232747,89.4696387394312,0.3889694993206849,89.71876440756108,0.03224165563386104,98.5593545908567,0.3433899216290898,91.08378170637971,0.3691142160478085,90.73305670816045,3715.7883150577545
KMNIST,1,./checkpoints/KMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,9.277830437592153e-05,100.0,0.019717522635978337,99.6,0.06968884024918079,98.48,0.002440069712266753,99.92291666666667,0.02418976167635992,99.45833333333333,0.07675027788300068,98.35,0.00013689709669173074,100.0,0.018514182408844743,99.53333333333333,0.07673785107433796,98.26,3646.169268131256
KMNIST,2,./checkpoints/KMNIST_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.0003295728253336468,100.0,0.016653047527186573,99.5,0.07970968148596584,98.05,0.0016556267698373025,99.97291666666666,0.02045548542247464,99.35,0.08078812085706741,98.01,5.6208908674307166e-05,100.0,0.016418253838666713,99.575,0.06875899276100099,98.38,3649.7484872341156
KMNIST,3,./checkpoints/KMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.0004779145922511816,99.99583333333334,0.01624598433372254,99.59166666666667,0.07606104127168656,98.22,0.0007485672229668126,99.9875,0.01762297432900717,99.53333333333333,0.08304179791212082,97.96,0.00023572092163279498,99.99791666666667,0.015005124209215865,99.6,0.07902757870554925,98.08,3649.9814846515656
EMNIST,1,./checkpoints/EMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.0671492733180714,97.45092147435898,0.12592986163038475,95.58092948717949,0.13055577992855644,95.29807692307692,0.06791571133937209,97.40885416666667,0.12664705199690965,95.51282051282051,0.13107033282285557,95.27403846153847,0.0651353062584232,97.45092147435898,0.12792718093364666,95.40064102564102,0.1309217533798745,95.36538461538461,57.11487889289856
EMNIST,2,./checkpoints/EMNIST_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.07835765728392662,97.16245993589743,0.13055957762094644,95.34054487179488,0.1317052002566365,95.23557692307692,0.07868984507587858,97.1454326923077,0.13088758977559897,95.34054487179488,0.13202485092270833,95.22596153846153,0.07086730774205464,97.3467548076923,0.12903139847211348,95.32051282051282,0.13177688719991307,95.34615384615384,115.44636058807373
EMNIST,3,./checkpoints/EMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.06938106522489434,97.47996794871794,0.12919581903096958,95.20833333333333,0.1322549189401504,95.3125,0.06940861018613363,97.47395833333333,0.12922086717608647,95.1923076923077,0.13219638215270466,95.3125,0.06540381809792076,97.54807692307692,0.13063051171409779,95.14823717948718,0.1331311345480096,95.22596153846153,65.74027371406555
